"PlotID";"Species";"Model";"Source";"P1";"P2";"R";"Syx";"n";"BR";"Brondata";"Verklaring"
53001;3;"h=1,3+P1+P2*ln(d)";"adjusted_all_species";-18,813083;9,9200615;NA;NA;3;"Walenbos OT";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
53001;26;"h=1,3+P1+P2*ln(d)";"adjusted_all_species";-15,40565;9,9200615;NA;NA;1;"Walenbos OT";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
53001;57;"h=1,3+P1+P2*ln(d)";"adjusted_global";-14,804237;9,4179337;NA;NA;1;"Walenbos OT";"1eSET+2eSET - KV&OT";"soort-specifieke curve obv 2 KV's, intercept aangepast aan specifieke KV"
53001;78;"h=1,3+P1+P2*ln(d)";"adjusted_global";-11,559313;9,4884937;NA;NA;4;"Walenbos OT";"1eSET+2eSET - KV&OT";"soort-specifieke curve obv 2 KV's, intercept aangepast aan specifieke KV"
53001;87;"h=1,3+P1+P2*ln(d)";"adjusted_global";-14,998295;8,3985424;NA;NA;4;"Walenbos OT";"1eSET+2eSET - KV&OT";"soort-specifieke curve obv 2 KV's, intercept aangepast aan specifieke KV"
53001;51;"h=1,3+P1+P2*ln(d)";"adjusted_global";-32,163459;14,991368;NA;NA;2;"Walenbos OT";"1eSET+2eSET - KV&OT";"soort-specifieke curve obv 2 KV's, intercept aangepast aan specifieke KV"
53001;63;"h=1,3+P1+P2*ln(d)";"all_species";-12,893674;9,9200615;NA;NA;0;"Walenbos OT";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen"
53001;52;"h=1,3+P1+P2*ln(d)";"all_species";-12,893674;9,9200615;NA;NA;0;"Walenbos OT";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen"
53001;77;"h=1,3+P1+P2*ln(d)";"all_species";-12,893674;9,9200615;NA;NA;0;"Walenbos OT";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen"
53001;39;"h=1,3+P1+P2*ln(d)";"global";-0,98724987;3,9902599;NA;NA;0;"Walenbos OT";"1eSET+2eSET - KV&OT";"soort-specifieke curve obv 2 KV's: voldoende bomen voor de soort beschikbaar"
53001;40;"h=1,3+P1+P2*ln(d)";"local";-10,548616;8,4229757;0,922;1,484;7;"Walenbos OT";"1eSET+2eSET - OT";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
53001;83;"h=1,3+P1+P2*ln(d)";"local";-7,7561564;6,7349701;0,451;3,855;15;"Walenbos OT";"1eSET+2eSET - OT";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
53001;4;"h=1,3+P1+P2*ln(d)";"local";-1,249805;3,765639;0,519;2,024;12;"Walenbos OT";"1eSET+2eSET - OT";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
53001;86;"h=1,3+P1+P2*ln(d)";"local";0,74848867;4,2950187;0,539;2,145;27;"Walenbos OT";"1eSET+2eSET - OT";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
53001;89;"h=1,3+P1+P2*ln(d)";"local";-0,86299351;4,4487971;0,498;2,98;27;"Walenbos OT";"1eSET+2eSET - OT";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;13;"h=1,3+P1+P2*ln(d)";"adjusted_all_species";-15,810812;9,9200615;NA;NA;3;"Walenbos KV1";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
51001;41;"h=1,3+P1+P2*ln(d)";"adjusted_all_species";-16,087268;9,9200615;NA;NA;1;"Walenbos KV1";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
51001;52;"h=1,3+P1+P2*ln(d)";"adjusted_all_species";-14,941895;9,9200615;NA;NA;2;"Walenbos KV1";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
51001;54;"h=1,3+P1+P2*ln(d)";"adjusted_all_species";-13,074364;9,9200615;NA;NA;1;"Walenbos KV1";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
51001;67;"h=1,3+P1+P2*ln(d)";"adjusted_all_species";-9,765723;9,9200615;NA;NA;1;"Walenbos KV1";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
51001;69;"h=1,3+P1+P2*ln(d)";"adjusted_all_species";-15,287962;9,9200615;NA;NA;1;"Walenbos KV1";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
51001;71;"h=1,3+P1+P2*ln(d)";"adjusted_all_species";-14,074364;9,9200615;NA;NA;1;"Walenbos KV1";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen, intercept aangepast aan soort en KV"
51001;4;"h=1,3+P1+P2*ln(d)";"adjusted_global";-0,05661067;3,2364095;NA;NA;9;"Walenbos KV1";"1eSET+2eSET - KV&OT";"soort-specifieke curve obv 2 KV's, intercept aangepast aan specifieke KV"
51001;28;"h=1,3+P1+P2*ln(d)";"all_species";-12,893674;9,9200615;NA;NA;0;"Walenbos KV1";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen"
51001;63;"h=1,3+P1+P2*ln(d)";"all_species";-12,893674;9,9200615;NA;NA;0;"Walenbos KV1";"1eSET+2eSET - KV&OT";"globale hoogtecurve van alle soorten samen"
51001;80;"h=1,3+P1+P2*ln(d)";"local";-11,501898;9,0260418;NA;NA;0;"Walenbos KV1";"1eSET+2eSET - KV";"curve zEik: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;14;"h=1,3+P1+P2*ln(d)";"local";-6,4576693;8,1556833;0,855;3,199;46;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;39;"h=1,3+P1+P2*ln(d)";"local";-0,98724987;3,9902599;0,238;1,348;5;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;57;"h=1,3+P1+P2*ln(d)";"local";-6,4029372;8,4207625;0,854;2,308;6;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;87;"h=1,3+P1+P2*ln(d)";"local";-11,501898;9,0260418;0,878;3,003;45;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;51;"h=1,3+P1+P2*ln(d)";"local";-20,39505;13,043231;0,693;3,81;33;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;78;"h=1,3+P1+P2*ln(d)";"local";-12,374368;9,6195761;0,981;1,887;14;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;83;"h=1,3+P1+P2*ln(d)";"local";-4,8490583;6,6006438;0,708;2,347;20;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;89;"h=1,3+P1+P2*ln(d)";"local";-9,9629054;8,1274409;0,732;3,319;28;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;9;"h=1,3+P1+P2*ln(d)";"local";-7,9900097;7,3096716;0,606;2,539;9;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;16;"h=1,3+P1+P2*ln(d)";"local";-6,8356223;7,7655258;0,786;2,188;17;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
51001;86;"h=1,3+P1+P2*ln(d)";"local";-10,220238;9,5108407;0,963;1,587;17;"Walenbos KV1";"1eSET+2eSET - KV";"eigen curve: voldoende bomen voor de soort beschikbaar in eigen KV"
